entity_id,transport_term,category,related_places,doc_id,page_number,context_snippet,confidence
transport_38f45047412909,桥梁,bridge,,swhgz_321865661e46,42,为主的县、区、乡三级植物保护系统，农资部门也及时向农民提供新型灭虫农药及机械。1983年，以县站为中心、区站为桥梁、乡村技术员为纽带的植保网络基本形成，能及时把病虫害测报信息、防治措施传递给农民，并能及时指导农民掌握防治病虫,high
transport_4b30226c5db9e4,渡口,waterway,,swhgz_321865661e46,53,小街头。1957年冬兴建，长3l米，净宽2 5米，排水流量4立方米／秒，排灌3300亩。 东泄洪闸 位于虾溪渡口边。1956年冬兴建，长11米，宽2米，高2 5米，排水流量4立方米／秒，排灌4000亩。1969年5月，连,high
transport_7509848b786462,客运,passenger_transport,安徽,swhgz_321865661e46,66,建造木货船、水泥船和改造各类钢质船舶，先后建造了100吨级驳船38艘、旅游船4艘、拖轮10艘、航监艇4艘及各种客运渡船、航标船、挂机船40余艘，修理了大小钢质船舶100余艘。1988年，试制成功“安徽8号”港航监督艇，填补了,high
transport_f334fd0b569a1f,航运,waterway,枞阳,swhgz_321865661e46,69,湖连成一片；大沙河、练潭河、挂车可、龙眠河、孔城河、杨湾河、义津河、官桥河水，经枞阳河出口入江。新中国建立前，航运船舶可抵练潭、金神、高河、青草塥、双店、孔城、杨湾、义津、官桥各镇；1958年前夏秋季节，河湖之中可行30吨木,high
transport_a9340dd2801b8d,航运,waterway,安徽省;枞阳;安徽,swhgz_321865661e46,69,帮”势力较大，把持了搬运市场。抗日战争期间，小火轮由安徽省公路局经营，途经枞阳港停靠。1949年5月，人民政府航运部门在洋棚设立了小轮码头。1956年，小轮码头迁至下枞阳。1964年，小轮码头迁至关帝庙下。 上枞阳码头 新中,high
transport_d3e52758775cb8,货运,freight_transport,枞阳,swhgz_321865661e46,69,阳码头 新中国建立前，长河岸边为自然码头。1955年后，枞阳闸内外建有1阶、4阶和多阶码头各1座；闸外建直立式货运码头1座，长100米，安装起重机2台，吊杆2部；闸内长河一线建直立式码头3座，其中搬运站岸边码头长60米、长河,high
transport_a9675af67f579f,渡口,waterway,枞阳镇;枞阳,swhgz_321865661e46,70,间。1952年，长江小客轮停靠该港。70年代初，王家套的水陆运输机构迁入该码头，各种船只增多，码头兴旺。 三、渡口 长江渡口 王家渡 该渡俗称洋棚渡，由铁板洲至枞阳镇。1985年7月1日，由县航运公司以钢质机动船渡客，两岸,high
transport_f1ce89688601e2,渡口,waterway,枞阳镇;枞阳,swhgz_321865661e46,70,年，长江小客轮停靠该港。70年代初，王家套的水陆运输机构迁入该码头，各种船只增多，码头兴旺。 三、渡口 长江渡口 王家渡 该渡俗称洋棚渡，由铁板洲至枞阳镇。1985年7月1日，由县航运公司以钢质机动船渡客，两岸设趸船，半小,high
transport_5d11f63b96ec86,渡口,waterway,枞阳镇;枞阳,swhgz_321865661e46,70,元动工兴建，1982年启用。县境北岸是斜坡式码头，长135米，宽20米，水泥路面。轮渡每天往来6个班次。 河湖渡口 芦花渡 该渡现称银洲渡或枞南渡，枞阳镇至广济圩枞南村。新中国建立前，南岸一片芦苇地，开花季节，芦花似雪，为项,high
transport_9105400c30723c,客运,passenger_transport,枞阳,swhgz_321865661e46,70,长码头1座，40吨级船舶可靠岸装卸。该港有装运机械20多台，运输车30辆。 下枞阳码头 是枞阳港主要码头。其中客运码头两座，分靠长航轮船公司客轮、县航运公司渡客轮。货运码头4座，江边有5000平方米货场及码头设施。该4座货运,high
transport_47b04bdf8f9e2b,客运,passenger_transport,,swhgz_321865661e46,70,汤沟门户，为县境中心港口。白荡闸、梳妆台闸建成，县境东部地区货物集中桂家坝港口进出。1955年，航运站于该地建客运码头1座、候船室1幢；后又建直立式货物码头1座。1958年，井边铜矿投资1 7万元建矿沙中转码头l座，长50,high
transport_4873caf3f107d7,货运,freight_transport,枞阳,swhgz_321865661e46,70,多台，运输车30辆。 下枞阳码头 是枞阳港主要码头。其中客运码头两座，分靠长航轮船公司客轮、县航运公司渡客轮。货运码头4座，江边有5000平方米货场及码头设施。该4座货运码头情况如下： 1974年，县农资公司投资，建立正式码,high
transport_2e975a36a0af92,货运,freight_transport,,swhgz_321865661e46,70,客运码头两座，分靠长航轮船公司客轮、县航运公司渡客轮。货运码头4座，江边有5000平方米货场及码头设施。该4座货运码头情况如下： 1974年，县农资公司投资，建立正式码头1座，长100米，宽70米，安装大小吊车各1台，能泊百,high
transport_4a17c6e0d01630,桥梁,bridge,枞阳;桐城,swhgz_321865661e46,71,，系小渡口。 1989年，县境有渡口159处，其中长江渡口54处，内湖渡口105处。 第二节 陆路 一、古道 桥梁 古道 新中国建立前，县内受丘陵山区制约，陆上交通殊感不便，历史形成的城乡道路主要有5条：枞阳至桐城，全程5,high
transport_b60c9cae26cdf1,桥梁,bridge,庐江,swhgz_321865661e46,71,大凹口，全程15公里；钱家铺向左至庐江庙岗，向右至罗昌河，全程均为20公里；周家潭至无为牛埠，全程20公里。 桥梁 人行道上的桥梁，新中国建立前多半是募捐或从公堂义田中集资修建，多为单孔石拱桥和3孔石梁桥。钱桥 ，为3孔石,high
transport_1ef69ebc678017,桥梁,bridge,庐江,swhgz_321865661e46,71,公里；钱家铺向左至庐江庙岗，向右至罗昌河，全程均为20公里；周家潭至无为牛埠，全程20公里。 桥梁 人行道上的桥梁，新中国建立前多半是募捐或从公堂义田中集资修建，多为单孔石拱桥和3孔石梁桥。钱桥 ，为3孔石拱桥，长34米，,high
transport_4fdef98ef51156,驿站,postal/relay,,swhgz_321865661e46,128,知县，兼理武陵，因亲丧去职回家，借贷办理丧事，人称他为“债宦”。丧事毕，补四川巫岭。在任期间，他免除茶税，建置驿站，人民称便。岁荒，捐俸买粟赈饥。民俗信奉女巫，泽烧其神像，鞭挞巫者，改变弊俗。后升任浙江衢州通判，调四川广安知,high
transport_750c607dbe2418,铁路,rail,南京;上海,swhgz_321865661e46,143,占中国矿权的违法活动，凯约翰理屈词穷，无以应对。北京谈判，引起全国人民的关注。五月底，各省代表在上海均益里商办铁路工会召开特别大会，并成立“铜官山矿务局同济会”。宣统三年，方履中以皖矿总理身份赴南京，宣布收回铜官山矿自主开采,high
transport_de7fff7e0227e4,铁路,rail,,swhgz_321865661e46,146,。吴、施二人不满翊儒权位高于己，故意迟迟不行，以致孙美瑶聚众日多，势力日大。民国12年5月某夜，孙美瑶拆除津浦铁路铁轨，劫持车上乘客300多人，其中有美、英、法、意、墨诸国的侨民40余人。孙以此为质，要求督署收编其为正式国军,high
transport_487502daa34f34,铁路,rail,,swhgz_321865661e46,153,治、“青年会派”中的右派汪精卫作坚决斗争。 民国18年夏，史迁学成回国，于北京结识周新民。后来他任职南浔、平汉铁路，从事地下活动，积极组织和发动工人在政治上进行合法斗争，在经济上要求改善待遇，取得卓著的成绩。 抗日战争爆发时,high
transport_63c97b4fce018a,铁路,rail,安徽,swhgz_321865661e46,153,动，积极组织和发动工人在政治上进行合法斗争，在经济上要求改善待遇，取得卓著的成绩。 抗日战争爆发时，史迁在汉口铁路工作，掩护大批青年到革命圣地延安。民国27年，董必武同志调他到大别山工作。史迁到达安徽临时省会立煌 以后，在,high
transport_dce52b999dfb93,铁路,rail,,swhgz_321865661e46,154,形势鼓舞下，子佩赴广州，报考黄埔军校，未成。后经北伐军总政治部章伯钧的介绍，参加北伐战争，随军进入武汉，分配在铁路上工作。学生陈雪吾、章舒容等l0余人，从家乡赴武汉，由子佩介绍给章伯钧，分别参加革命工作，有的还进了武汉农民讲,high
transport_a0bbe1c67a38e5,道路,road,,swhgz_3e8acdade16f,1,最早的公共交通。同年四月，法商有轨电车通车。20世纪初，随着租界的扩张和市政建设的发展，洋人、买办和富商纷纷在道路两旁争购土地，营造私园、住宅，开设店铺、作坊、工厂和娱乐场所，催化境域由宁静乡村向繁华都市急剧演变。 20世纪,high
transport_23144b8757b69f,客运,passenger_transport,静安;上海,swhgz_3e8acdade16f,1,二十七年夏，英商上海华洋德律风公司在静安寺路开设临时电话交换所。光绪三十四年二月，英商有轨电车从静安寺至外滩载客运行，为上海最早的公共交通。同年四月，法商有轨电车通车。20世纪初，随着租界的扩张和市政建设的发展，洋人、买办和,high
transport_72328b9f0e7f08,交通,general_transport,静安;上海,swhgz_3e8acdade16f,1,德律风公司在静安寺路开设临时电话交换所。光绪三十四年二月，英商有轨电车从静安寺至外滩载客运行，为上海最早的公共交通。同年四月，法商有轨电车通车。20世纪初，随着租界的扩张和市政建设的发展，洋人、买办和富商纷纷在道路两旁争购土,high
transport_f4d918f32561f5,道路,road,江宁区;江宁,swhgz_3e8acdade16f,2,民生的积极作用，打击投机倒把，市场逐渐繁荣。接着，开展“三反”、“五反”运动和民主改革，引导私营企业走社会主义道路。1956年实行全行业公私合营，新成、江宁区私营商店6693户、私营工厂3543户全部公私合营，小商贩1927,high
transport_a56fb21c49ace6,道路,road,江宁区;江宁,swhgz_3e8acdade16f,2,成、江宁区私营商店6693户、私营工厂3543户全部公私合营，小商贩19279户、手工业5833户也走上合作化道路。但在改造过程中，把小商贩、小业主全部纳入全行业改造，出现撤并过多、经营集中、生活不便等失误。在“大跃进”的热,high
transport_12916c216c31be,交通,general_transport,,swhgz_3e8acdade16f,2,海海鸟电子股份有限公司，向社会发行股票。至1992年底，区内有万国、申银及外省市证券公司的营业部31家。工商、交通、建设、农业、中国等银行设支行及营业网点55处，以及城市信用社5家，区保险公司1家。 地区工业蓬勃发展。地区工,high
transport_aa1e530d77474a,道路,road,上海市;静安区;静安;南京;上海,swhgz_3e8acdade16f,3,集镇。解放后，经过改造、调整和建设，形成境内西部的商业中心。 静安区地处上海市区的中心，土地等级较高。境内共有道路67条，有南京西路、北京西路、延安中路、延安西路、华山路等13条主要道路，有49条公共交通线路；北依吴淞江，有,high
transport_6ade3680fa60ba,道路,road,上海市;南京;上海,swhgz_3e8acdade16f,3,上海市区的中心，土地等级较高。境内共有道路67条，有南京西路、北京西路、延安中路、延安西路、华山路等13条主要道路，有49条公共交通线路；北依吴淞江，有曹家渡、叉袋角等水路交通。客到上海，南来北往，东穿西行，旅游、观光、购物,high
transport_541aa03d934db7,交通,general_transport,上海,swhgz_3e8acdade16f,3,，逛庙市的人数达400万人次。其范围之广，影响之深，作用之大，远远超出寺庙本身。其二 凭借吴淞江、曹家渡水陆交通的有利条件。吴淞江处于境内北部边沿，自安远路至成都北路，流经境内北部1 63公里。自上海开埠后，中外商人借水,high
transport_8c78700402b829,交通,general_transport,上海市;静安区;静安;上海,swhgz_3e8acdade16f,3,路至梵皇渡，曹家渡一带为列强所觊觎，外国资本家和民族工商业者纷纷在此建厂开店。至20世纪30年代，该地成为一个交通便利、百业兴盛的大集镇。解放后，经过改造、调整和建设，形成境内西部的商业中心。 静安区地处上海市区的中心，土地,high
transport_edf68c23a85f78,交通,general_transport,南京;上海,swhgz_3e8acdade16f,3,地等级较高。境内共有道路67条，有南京西路、北京西路、延安中路、延安西路、华山路等13条主要道路，有49条公共交通线路；北依吴淞江，有曹家渡、叉袋角等水路交通。客到上海，南来北往，东穿西行，旅游、观光、购物、娱乐极为方便。,high
transport_04d5f126d6578c,公路,road,,swhgz_3e8acdade16f,17,站、妇女业余学校等。9月30日，张家宅里弄生产福利合作社成立，有社员401人。随后，还组织一支妇女队伍参加沪闵公路、吴泾铁路和开掘新浏河的义务劳动。涌现许多先进人物，有被誉为“蜻蜓姑娘”的生产能手、工场总主管朱琴；妇女干部庄,high
transport_4fab77218e65e3,铁路,rail,,swhgz_3e8acdade16f,17,余学校等。9月30日，张家宅里弄生产福利合作社成立，有社员401人。随后，还组织一支妇女队伍参加沪闵公路、吴泾铁路和开掘新浏河的义务劳动。涌现许多先进人物，有被誉为“蜻蜓姑娘”的生产能手、工场总主管朱琴；妇女干部庄宝娥进行技,high
transport_c786f6b6f350d5,铁路,rail,上海,swhgz_3e8acdade16f,18,6年前建有木桥，称舢板厂新桥，后坍塌重建，抗战时为日伪拆除，民国36年重建钢筋水泥桥，称恒丰路桥。1986年为铁路上海站工程配套，重建恒丰路大桥，桥长275米，桥面宽29 5米，成为疏通南北车客流的主要干线。1992年在大,high
transport_b6a28af11f4431,渡口,waterway,上海;苏州,swhgz_3e8acdade16f,20,50户，36808人。设19个居民委员会。街道办事处设在康定路888弄3号。 曹家渡原是吴淞江（今苏州河）边的渡口，20世纪初是沪西商业集散地。二三十年代起，先后建成鸿新染织厂、德丰纱厂（今上海十四化纤厂）、公大四厂（今上海,high
transport_04c6d06d1dcd56,码头,waterway,,swhgz_3e8acdade16f,27,水横流，疫病流行，居民饮用土井水，政府当局在昌平路打开消防龙头，每天只供水1小时。居民大都靠出卖劳动力为生，如码头扛运，拉黄包车，当缫丝工等，生活经常处在饥寒交迫之中。居民们还要遭受地痞流氓们欺凌，沪西大流氓、恶霸柏文龙的门,high
transport_9f3212c8cdf73c,货运,freight_transport,,swhgz_3e8acdade16f,37,年前，有酒店20家，大户在外埠设厂自酿，境内设店兼营批发，远销国内外；小户一般是零拷兼堂饮。抗日战争时，绍酒业货运受阻，原有批发业务几陷断绝，而粱烧酒业的仿洋配制酒却异军突起，成为该业发展的旺盛期。此时，境内酒业已发展到76,high
transport_273f491cf9637c,客运,passenger_transport,静安,swhgz_3e8acdade16f,49,沿路两侧德义大楼、沧洲别墅等近代建筑相继落成，商店逐渐出现。光绪三十四年，英商开辟有轨电车线路从静安寺至外滩载客运行，交通畅便。民国元年 前后，民宅里弄敬义坊、西庙弄、慈厚里、老街等陆续建成，人口日众，店铺日增。民国6年，,high
transport_a74013f8c09981,桥梁,bridge,,swhgz_4ce3b5c5c31c,5,成。全书凡76卷33门：卷1图考；卷2～3建置沿革；卷4星野；卷5祥异；卷6疆域（形势附）；卷7～8山川（关津桥梁附）；卷9风俗；卷10城池；卷11兵制；卷12河防；卷13江防、海防；卷14水利；卷15封建；卷16户口（屯田,high
transport_9ba46a9d9b3a10,运河,waterway,,swhgz_4ce3b5c5c31c,6,卷37～42坛庙，卷43～48寺观；河渠志：卷49～53黄河，卷54～55淮，卷56江，卷57海，卷58～60运河，卷61～62水利，卷63～66水利治绩；食货志：卷67～73田赋，卷74～75户口，卷76徭役，卷77～78,high
transport_de1414bdfca98c,铁路,rail,江苏;南通;上海;安徽,swhgz_4ce3b5c5c31c,7,，《度支》之会计、田赋、关征、盐法、税厘，需饷、债务，《货殖》之各业物产、金融等，均按类列表，事丰文省。书中于铁路、电报、电话、邮政、上海电车等清末“新政”，也有较多的记述。康熙，乾隆《江南通志》皆事关江苏、安徽两省，《江苏,high
transport_36364c6c764221,运河,waterway,,swhgz_4ce3b5c5c31c,7,大事志；2方域志：省府州厅县图、历代疆域图、各府州厅图说、海道、建置沿革、星野、诸山；3都水志：黄河、厅汛表、运河、江、淮河、海、水利、水利治绩、水系；4建置志：城池、署廨、津梁、坛庙；5民政志：历代户口表、自治、徭役、善举,high
transport_aba7da710dfdcd,铁路,rail,,swhgz_4ce3b5c5c31c,8,完备，而道光、咸丰，再复文献无征，难以尽全，故亦多缺。风俗简略，而物产未登。《邮传记》之《路政》载光绪初吴淞筑铁路，以屏外而毁之，《航政》记同治于宁、镇、沪诸地，始经营招商局；《邮政》述其事始于海关，驿铺渐废，《邦交记》首列,high
transport_d36c2d8af2da64,交通,general_transport,,swhgz_4ce3b5c5c31c,8,章财政：历年财政概况、财务行政组织、财务行政秩序、支出、收入、债务、整理计划、附录；第5章建设：建设行政组织、交通，水利、邮电、建设经费；第6章实业：实业行政计划、农业、工业、商业、渔业、采矿业、垦牧业、金融业；第7章教育：,high
transport_13308f116ce594,铁路,rail,上海市;南京市;江苏省;江宁;江苏,swhgz_4ce3b5c5c31c,9,述中统加叙述，不再列入各县。当时南京市、上海市已不属江苏省，而在江宁、上海两县中并述南京、上海2市。《交通》分铁路、汽车路、水路3项，各述其起迄及其衔接之路线。中学以上教育均在《总述》中详细叙述，而各县只列入学儿童与失学儿童,high
transport_7eafcd327364f9,交通,general_transport,江宁;南通;松江;上海;镇江,swhgz_4ce3b5c5c31c,9,言及，不求其详也。”《总述》有：沿革、疆域、人口、地势、山脉、川流、湖泊、海岸、气候、民族、言语、教育，宗教、交通、物产、工业等16项。6l县为镇江、武进、无锡、吴县、松江、江都、南通、铜山、崇明、江宁、丹阳、上海、青浦、如,high
transport_6b092581709248,交通,general_transport,南京市;南京;句容;六合;高淳,swhgz_4ce3b5c5c31c,9,、句容、溧水、靖江、仪征、砀山、丰县、六合、高淳、扬中、沛县、启东。每县分沿革、疆域、人口、山川、城市、村镇、交通、教育、物产、工业、名迹等11项。其中有关气候、民族、言语、宗教等项在总述中统加叙述，不再列入各县。当时南京市,high
transport_a064b70753b193,交通,general_transport,上海市;南京市;江苏省;江宁;江苏,swhgz_4ce3b5c5c31c,9,等项在总述中统加叙述，不再列入各县。当时南京市、上海市已不属江苏省，而在江宁、上海两县中并述南京、上海2市。《交通》分铁路、汽车路、水路3项，各述其起迄及其衔接之路线。中学以上教育均在《总述》中详细叙述，而各县只列入学儿童与,high
transport_4c73c97ef0feef,道路,road,江宁府;六合县;江宁;六合,swhgz_4ce3b5c5c31c,10,栏，分别记述各县治的经纬度等情况。《黄河北岸堤工》及其以下各表以八卦名称及干支、数码编号，系统记述河流、堤工、道路的长度。每表之下往往再设若干分表，分段记述有关情况，如《江宁府干路表》即设有自府城仪凤门起至六合县东门止、自仙,high
transport_3a65c34341d9fb,桥梁,bridge,,swhgz_4ce3b5c5c31c,10,凡例”，《凡例》中还有关于比例、图例的说明：“（每方寸）县图为五里方，府图为十里方，全司总图为二十里方”，“（桥梁牐坝）谨改作长方形，长短宽窄各按分率”，可知除此之外尚有舆图，而此册只不过是舆图的文字说明而已。书中基本内容有,high
transport_8ec0368fb93dd1,交通,general_transport,,swhgz_4ce3b5c5c31c,10,形，长短宽窄各按分率”，可知除此之外尚有舆图，而此册只不过是舆图的文字说明而已。书中基本内容有三：政区、水利、交通，主要特点亦有三：科学、精确、翔实。科学即态度科学，所谓“均以实量句股纵横之数定城方位”（《后序》）。精确即记,high
transport_99849fda70e6c5,桥梁,bridge,,swhgz_4ce3b5c5c31c,12,志》卷12引顾夷《吴地记》1条、引顾夷《记》1条、顾《记》3条。诸书所引此书佚文，属山川者15条、城池者6条、桥梁者2条。 （张修银） 吴地记 环氏撰。 《太平御览》卷971《果部》8《豆蔻》： “环氏《吴地记》曰： ‘黄,high
transport_b3f940d5907981,桥梁,bridge,建康,swhgz_4ce3b5c5c31c,12,录。”佚于何时未详。《 建康志》卷16《疆域志》“镇市”中的小市，“坊里”中的长千里，“街巷”中的乌衣巷，“桥梁”中的镇淮桥，卷17《山川志》“山阜”中的钟山，紫岩山、东庐山、铁冶山、横山、蒋山、石头山、“冈岭”中的段石冈,high
transport_c99de5ba292781,桥梁,bridge,,swhgz_4ce3b5c5c31c,13,墓”中的雨花台、“碑碣”中的吴后主纪功之段石碑等，凡引《丹阳记》25条。从现存佚文看，此书内容涉及山川、城郭、桥梁、亭轩、第宅、陵墓、寺院、碑碣、疆域、分野、镇市、坊里、街巷，铺驿、湖塘、井泉、宫殿、堂馆、台观等诸多方面，记,high
transport_7987ecb572f689,道路,road,,swhgz_4ce3b5c5c31c,14,、地所属国、地所属州、地所属郡、地所置侨郡、地所置府、地所统县、地所接四境、镇市、乡村、坊里（巷陌附）、铺驿、道路，桥航、津渡、堰埭；卷17～19山川志：山阜、冈岭（岘坡堆附）、江湖（淮附）、溪涧、河港、沟渎、池塘、井,high
transport_f40ebbef2ae026,铁路,rail,,swhgz_4ce3b5c5c31c,19,有民国19年《自序》、凡例、目录。全书不设卷而分立10章： 1沿革；2形势（位置、气候、形势、风景）；3交通（铁路、航路、山峰、街市、桥梁、村庄、电报、邮政）；4古迹（摄山、栖霞寺、千佛岩、舍利塔、纱帽峰、紫盆峰、凤翔峰、天,high
transport_04b45043c59c4a,道路,road,,swhgz_4ce3b5c5c31c,27,称“戚氏续志”，或称“戚氏志”，或称“戚氏云”，或称“新志”。内容涉及图考、建置沿革、坊巷、乡里、铺驿、山川、道路、桥梁，赋税、古迹、祠宇、碑刻，人物等方面。从今存佚文看，记述颇为翔实。如仅桥梁一类有斗门桥、仙人桥等10座，,high
transport_605dcfa59fd283,公路,road,,swhgz_4ce3b5c5c31c,31,3科教育分5章：1．学校教育、2．社会教育、3．私塾教育、4．视导制度、5．师资与经费；第4科建设分7章：1．公路、2．水利、3．农村金融与救济、4．蚕桑事业、5．农村事业、6．工商行政、7．迂治工程；第5科公安分4章：1．,high
transport_9ded1b7a5ebc67,铁路,rail,,swhgz_4ce3b5c5c31c,34,礼俗志：祀典（特祀、官祀、私祀）、风俗（方言、谣谚）、宗教（佛教、道教、耶教、回教）；8．交通志：陆路、驿路、铁路、航政、邮政、电报；9．兵防志：兵事、军政沿革、防军、保卫团；10．警务志：县警察、各乡镇警察、水上警察、消防,high
transport_09ef75f0cf23f5,道路,road,,swhgz_4ce3b5c5c31c,36,记事止于清宣统3年（1911）。卷首舆图；卷1～3地理：沿革表、界至、形胜、晷度、山脉、水道、市乡、交通（水陆道路、邮政，小轮）、风俗、物产；卷4～6赋税：户口、田赋、厘税、杂税表（附地方公共款产）；卷7～8学校：学官、殿庑,high
transport_7381d63d13926f,道路,road,高淳,swhgz_4ce3b5c5c31c,41,、格致3科15条设纲立目。历史科：建置、政绩、兵事、耆旧、人类、户口、氏族、宗教、实业；地理科：方域、山、水、道路；格致科：物产、商务、考查编次。资料大致取自高淳旧志、当时见闻。是志虽为小学教科书，但与一般乡土教材不同。一是,high
transport_d1501ab81f006d,运河,waterway,太湖,swhgz_4ce3b5c5c31c,47,30年，侯鸿鉴编成此书，以作为城乡各小学的启蒙读物。上卷凡24课8目：1建置及疆界，2乡区之沿革，3～4水道（运河，太湖），5～7山（惠山、邑中诸山），8～21城市之状况（衙署及学宫之大略，东林书院之沿革、学堂、善举、庙祀、,high
transport_325740f600fbcd,驿站,postal/relay,无锡县;无锡,swhgz_4ce3b5c5c31c,50,》、嘉庆《无锡金匮县志》、道光《无锡金匮续志》均有引用。从诸志引文看，此志主要记述无锡一地的城廓、坊市、廨舍、驿站、税务、土产、寺庵、杂识等。识者评其“失之驳”（弘治《无锡县志》秦夔序）。 （钱建中） 人物志补遗 （明）尤镗,high
transport_80308c6226da05,运河,waterway,,swhgz_4ce3b5c5c31c,63,序，凡例、捐修姓氏，新修铜山县志姓氏，四境图，县城图，学宫图，县署图，云龙山图、云龙书院图、子房山图、黄河图、运河图；卷1分野，疆域，建置（沿革表附）、封建、形势，风俗、城池，山川，都鄙乡镇（塾堡，桥梁附），驿递、河防；卷2,high
transport_5dc5f0046869d5,运河,waterway,,swhgz_4ce3b5c5c31c,64,考，第8篇卷10～12建置考（城池，域寨、官署、局所，坛庙，桥梁），第9篇卷13山川考，第10篇卷14河防考（运河附），第11篇卷15田赋考（丁口、仓储、杂租，课税附），第12篇卷16学校考，第13篇卷17武备考（河营、驿递,high
transport_ba5e768580bc6b,驿站,postal/relay,,swhgz_4ce3b5c5c31c,72,赋，钱粮、财赋、土产；卷5山川；卷6宫室，祠、庙，寺，观，院，庵，宫，殿、坛壝；卷7官制，公署，税务，仓，库，驿站，急递铺、申明亭（杂造局）、惠民药局（递运所），河泊所、养济院、学校；卷8兵防，营寨，寇警、形势，古迹，池亭，,high
transport_36cf877f4fe8c3,驿站,postal/relay,,swhgz_4ce3b5c5c31c,72,8兵防，营寨，寇警、形势，古迹，池亭，台、石，庄、堂、舍，轩、墩，宅，官寺，府治，县治，巡检司（场务，仓，馆舍驿站，急递铺、局、院、刑狱、冢墓）；卷9宦绩、历代封统；卷10年表；卷11人物（寓贤）；卷12人物：显官，道学（杂,high
transport_b9b3c303264d90,驿站,postal/relay,,swhgz_4ce3b5c5c31c,72,9诏敕、制书，辞状，碑碣，祥异，杂录，辨疑、纪遗。体例基本沿袭旧志，但类目设置较错杂繁琐。如卷7设有《仓》，《驿站》，《急递铺》等，卷8又复出。编纂方法汇而不纂，主要是汇集前此诸志所记，在每一门目下，依次引录《 毗陵志》、,high
transport_21a9dfe1cbd7ae,驿站,postal/relay,,swhgz_4ce3b5c5c31c,74,革、至到、城郭、坊乡、镇、桥梁、渠堰、户口，田赋，钱粮、山川、庙、寺、观、院，坛壝、宫制、公署、税务、仓、库、驿站、养济院、学校、营寨、宫寺、冢墓、宦绩、历代封统、年表、显宦、文学、贡举、隐逸、文章。书中对元朝史实记载过于简,high
transport_24517c80ea4b58,渡口,waterway,,swhgz_4ce3b5c5c31c,86,”，“其民勤”，“其俗厚”、“其屋字固”、“其冠服朴”，“其婚丧俭而少文”，较为切合当地特点。《杂记》记乡村、渡口、桥梁、湾港、洲矶等名，亦与他志不同。 （叶瑞宝） 具区志 十六卷／（清）翁澍纂修·—康熙28年 《1689,high
transport_ccc4b7e3ae6754,渡口,waterway,,swhgz_4ce3b5c5c31c,86,。凡16卷，设图、志、杂记11目。卷首有具区图。卷1本志；卷2七十二山；卷3支山、峰岭、湾坞；卷4洲矶、港渎、渡口、泉石、桥梁；卷5水利、用兵；卷6都图（附户口、田赋、土产）；卷7乡里、村巷、风俗；卷8古迹、名迹；卷9官署（,high
transport_402580510f8dfc,码头,waterway,上海;太仓,swhgz_4ce3b5c5c31c,121,》记禁海盗、御倭寇之事甚详。《海运志》元岁运数逐年记载历年漕粮海运情况，海道则注重记述自上海至北直隶大沽口杨村码头间航线的变化。当时太仓佃户偏喜种棉，而米价腾贵，地主强责佃户种稻，又惜工本不愿开河，使佃户戽水灌田，而河道尽塞,high
transport_3dde48382a4396,公路,road,,swhgz_4ce3b5c5c31c,126,《穿山志稿自序》）“人物”增删的就更多。其设目本《穿山小识》而略有变动，卷上山考（市集附）、溪桥（义井、电讯、公路附）、园居、祠墓（坊表、庙宇附）、学校、选举、人物（列女、流寓、氏族附）；卷下艺文（诗征附）、杂记、旧序。前有,high
transport_d282fc0ab79062,公路,road,,swhgz_4ce3b5c5c31c,126,间近山居民景升氏凿池得桅梢，径尺许。其为海中岛无疑”，又“今山在平陆，去海二十里”，可证海陆的变迁。所记电讯、公路，也略见近代科技于农村发展的痕迹，还记有1940年7月，日寇清乡给人民造成的灾难等，均为值得重视的史料。 （周,high
transport_cba2bd8398da42,公路,road,,swhgz_4ce3b5c5c31c,158,；卷15杂志。记事自民国初年起，止于民国24午。所列篇目基本上反映了民国时期海门的社会状况。党务、议会、学校、公路，实业等均已载入。对《人物志》已有所改革，“烈女”已不入志，而旧志如科举、仕宦、封赠、旌表等均代之以对各行业公,high
transport_2c75d85f3e9bf7,公路,road,,swhgz_4ce3b5c5c31c,159,河道。1918年，奉张謇之命视察淮河水道，办理救济灾民事宜。一年后回海从事海门农田水利建设，测绘并负责建成通海公路，疏浚了全县各主要河道。1938年，长江口淤沙阻塞，长江沿岸倒坍严重，范于在野之身，—走呼号，精心测订并建成拦,high
transport_ad10bc21056b31,码头,waterway,徐州,swhgz_4ce3b5c5c31c,171,北大学堂、江北高等学堂等高等教育的兴办，宣统期间清徐（徐州）、瓜（瓜洲）清、海（海州）清铁路的筹划、勘测，臧家码头至杨庄段22华里铁路的筑成与通车，以及江北电报局的创设，经费、业务等，书中记述都颇为详实。《忠义》所附《辛亥烈,high
